"row.ID","row.m.z","row.retention.time","S41_neg.mzML","S42_neg.mzML","S43_neg.mzML","S44_neg.mzML","S45_neg.mzML","S46_neg.mzML","S47_neg.mzML","S48_neg.mzML","S49_neg.mzML","S50_neg.mzML","S21_neg.mzML","S22_neg.mzML","S23_neg.mzML","S24_neg.mzML","S25_neg.mzML","S26_neg.mzML","S27_neg.mzML","S28_neg.mzML","S29_neg.mzML","S30_neg.mzML","S31_neg.mzML","S32_neg.mzML","S34_neg.mzML","S35_neg.mzML","S36_neg.mzML","S37_neg.mzML","S38_neg.mzML","S39_neg.mzML","S40_neg.mzML","S01_neg.mzML","S02_neg.mzML","S03_neg.mzML","S04_neg.mzML","S05_neg.mzML","S06_neg.mzML","S07_neg.mzML","S08_neg.mzML","S09_neg.mzML","S10_neg.mzML","S11_neg.mzML","S12_neg.mzML","S13_neg.mzML","S14_neg.mzML","S15_neg.mzML","S16_neg.mzML","S17_neg.mzML","S18_neg.mzML","S19_neg.mzML","S20_neg.mzML"
6205,66.0083072915818,16.726099,0.0015252079480866,0.00153330607821822,0.000352876396318476,0.00181025890724141,0.00133978634692273,0.00114496849070263,0.00102908028085208,0.000813299708230769,0.000317856723677141,0.000978810703228659,0.0011551705192701,0.000794562298004651,0.000506320761987452,0.00160628391688873,0.000483049423478756,0.000592666733471536,0.000962446906518762,0.000459731753353024,0.00114384822355787,0.000952421963651866,0.00169703274889726,0.00104128589251567,0.00116892924879296,0.000299942870976732,0.000213266566196075,0.00127577588139529,7.93052660817975e-05,0.000767114588270574,0.000436080991912527,0.000616895827268136,0.000475686553430995,0.000193270626211596,0.000600803247001985,0.000889181865506384,0.00158035891779262,0.000518711218702485,0.00243838354030111,0.000550877706477374,0.000782925942719043,0.000933324132229568,0.000610145403709023,0.000194345246173484,0.00294095192713746,0.000632050829192156,0.00105715062901081,0.000761544209933217,0.000231015443868185,0.00123375958284909,0.000495794418029605
4034,83.0236171556156,15.898128,0.00936904990175403,0.00515711225519734,0.0186163716456812,0.00785026244439598,0.00612854441345041,0.0134943819202081,0.0101180434258468,0.00499092587982129,0.0020818259813821,0.00635900226097464,0.00521728450802576,0.01270097999105,0.00458337066805592,0.0117435133251883,0.00842379176650871,0.0143652839944985,0.00935756723045737,0.00544199277586145,0.0102848181405056,0.0100840198391331,0.00862359600547668,0.0110797179604202,0.00889364335053205,0.0025463277179675,0.00117963791600776,0.00746332280049205,0.00264986612677396,0.0237924994144164,0.00793009445717936,0.00384930928760352,0.0137017657080118,0.00226167712680114,0.00884434557932076,0.00463264880562151,0.00449659464935257,0.00335119907760285,0.0151400672829232,0.0124767621825704,0.00643679816181856,0.0133535632068786,0.00895307401849287,0.00837548476910854,0.00984164685262305,0.00835913755164308,0.0051288570677901,0.00271819855271954,0.0109967571303562,0.0101957257676413,0.0185160261983469
3564,83.0236203032718,15.6313,0.0057283780050694,0.00513774933004555,0.00121116592118817,0.00410231408754141,0.000717250948650506,0.00174254933195987,0.00612758173436777,0.0135834811593247,0.0069857557944321,0.00946267291782636,0.00384252313897992,0.00403161049008425,0.00597620308698007,0.00291093021914145,0.00176909293618813,0.00369367064928212,0.004594434484072,0.00252961098077082,0.00307523864844,0.00185473879024396,0.00788306503023917,0.00294989667902494,0.0025509638967618,0.0100891152194527,0.00961063072177322,0.00655157629772426,0.014458693789851,0.00123827743668665,0.00254554880028837,0.00441441492314164,0.0017714587631944,0.00313338702721612,0.00368815253331091,0.018560168728755,0.00511398740176399,0.00416351551311347,0.00146502359790264,0.00403236505463264,0.00321211439965988,0.00187435127913736,0.00802050918825633,0.00763427521814753,0.00825001032761422,0.0124529292618579,0.00462554722876341,0.00552225420722956,0.00351780526645828,0.00470972277557016,0.00303080233760352
6267,83.0236220138386,16.636652,0.00345505880511406,0.00251288046209414,0.00931488958401241,0.00269043922868329,0.00465813288488872,0.00728786785889219,0.00363842117712244,0.00303182766681517,0.00426198394463823,0.0041132827812405,0.00843775464191603,0.0049347000717299,0.00424459406955364,0.0014467758839964,0.00607849142061042,0.00807404817855986,0.00895732576575244,0.0130665871847402,0.00331363806694134,0.00528352764927157,0.00686722464008532,0.00392989754415489,0.00362386321733872,0.00207659490261206,0.00249821008959023,0.00544725705539434,0.00824423323941395,0.00285667075452491,0.0050498818082065,0.0125678724738904,0.00320319355642283,0.00627964982801323,0.00190085902579413,0.00383759201667826,0.0106617818082499,0.00353628389167366,0.0143135636084385,0.00658861669428087,0.00692938052454171,0.00245080349612166,0.00657029401716727,0.0118610229441176,0.00807357807140066,0.0158776364198741,0.0110967526885107,0.00400392464179629,0.0088846060570112,0.00469605396422662,0.0119265617802861
3407,83.0236221481593,15.403147,0.00174913267969683,0.00256870043031429,0.0018552723944582,0.00108588956968015,0.00310687858647297,0.00258951008941935,0.00225790098365683,0.00156165776791533,0.00417603562032728,0.00149043667036124,0.00187391999731157,0.00258134092269563,0.00230554032091304,0.00046975921232248,0.00448644002457588,0.00218687199310574,0.00686304862983226,0.00557569166016955,0.00128848607053607,0.00140586567006896,0.00138990872591535,0.00434621052972543,0.00238057050699356,0.0018031650112454,0.00163231623540582,0.000744264766054389,0.000524756591104119,0.00503077107976501,0.0030494274409308,0.00130972773626491,0.00138309745702772,0.00348850372386318,0.000424765921143567,0.000336689471165509,0.00157251891623868,0.00308312714583755,0.00207838285013258,0.00335461146101447,0.00304950879462208,0.00154484262853345,0.00198301000779049,0.00167634807797214,0.00325935843516708,0.00269280885381864,0.00138982683954287,0.00287444860857804,0.0031413849930944,0.00305423990258614,0.00172991328989795
3137,83.0236231689375,15.1884165,0.000335007849355078,0.00132367890746127,0.00176474110352213,0.00130533720707539,0.00203051303684109,0.00137257895390819,0.000889854797774756,0.00221077603078612,0.00212750924958124,0.00138524576749531,0.00195138908922928,0.000707976980579681,0.00132537883761087,0.00276017071028811,0.000689533055330318,0.00103301750210146,0.00223431649049265,0.000845558375408637,0.00251598833358944,0.00147965091162542,0.00125092753440102,0.00103887646985664,0.00126145429979052,0.00116751502854387,0.00219893557774934,0.00174791584384937,0.00137634937324243,0.00151221467532335,0.0026290409614461,0.00313514337607608,0.00203021764219758,0.00119493347757887,0.00143387328163606,0.00143000064763207,0.00148579182656075,0.00128707902555889,0.00132844279047824,0.000770362134321536,0.00093142302784544,0.00123311455048126,0.000796215152623808,0.00169852776627791,0.0018113993275399,0.000950040787553351,0.00228024879048355,0.00126570097590955,0.00071934521328923,0.00555005911048454,0.00112591653708287
5112,83.023623152688,16.195824,0.000942449515318506,0.00242470940271003,0.00645656595638956,0.00606524088523634,0.00592304016113583,0.000357242700662542,0.00282097686006271,0.0212246633368646,0.0115844565086277,0.00791140218751941,0.0020846358418124,0.00374105076501646,0.0161338496554156,0.00259663677146247,0.00790815595068356,0.0068468725137846,0.0080483046359089,0.00242087774831456,0.00473146018064514,0.00913179825092094,0.00718650858346214,0.00384717970235049,0.0029112646349362,0.0116442310244883,0.0126003755159314,0.00288045698914622,0.00259986105631491,0.0210672412420698,0.00522951067858538,0.00554923827286896,0.00144747380290577,0.0223945068031731,0.00894260995492533,0.00325967958753945,0.00722090224594179,0.00492719959576568,0.00539181361776504,0.00567089300025658,0.00685080898059675,0.00774115055355189,0.0047143602953062,0.0046252532746566,0.00138824975974681,0.00506013996763469,0.009849152072723,0.0083771602344818,0.00891566767020144,0.017373292021496,0.000558358402319986
5545,83.0236227411721,16.438583,0.0118262061146746,0.0102038146440874,0.0061578375410707,0.00387148810676548,0.00152519464593937,0.0106798415267601,0.00333704931387884,0.00179400414169746,0.000998438698483868,0.0104464573926889,0.00845860969594311,0.00740772975274797,0.000834995859751129,0.00917773743343382,0.00172199649761128,0.001045731160186,0.00258065252427723,0.000374239039197018,0.000870127756933265,0.00360078900939505,0.0101667571921198,0.00138990556694546,0.0112228928511227,0.00212438146359561,0.00876074024942832,0.00888556149521943,0.00316289314477349,0.00112143985060321,0.0108749148650035,0.00583266173354661,0.00743111493773162,0.000637603523666024,0.00178270630189671,0.00760799336048672,0.00616643309187881,0.000568158890656075,0.00355044237210355,0.0021598981588877,0.00612093509858972,0.00490734987303799,0.00583140462574712,0.0025866220900709,0.00454349190873199,0.00300279409163851,0.00246649342762891,0.00243257752695637,0.000979275562443065,0.00209927677409906,0.0103195096224016
6929,83.0236292012907,16.899805,0.0014571684866143,0.000614312676425859,0.00168757301969349,0.000371718528165641,0.00344985690023366,0.00157586256776463,0.000381876678994297,0.00239548568904972,0.00350411457186703,0.0027641324470748,0.00153901705357522,0.00123925600293173,0.00287781850566586,0.00184819501913902,0.00200395348239007,0.00187622877989501,0.0019075630668705,0.00310244126176256,0.00283565669719116,0.00250741096918889,0.00073360992943861,0.00379610839667314,0.00216224773776613,0.00133486680634347,0.00135009213766421,0.00231229592850854,0.000626812495995005,0.00152099172368915,0.00037028264082553,0.0029758225863466,0.00067981020202443,0.00195143364559708,0.00172759801352119,0.00312579212820334,0.00281876225495987,0.00427348324141683,0.00413747984429749,0.00291008113290118,0.00490740580254243,0.00468460486798405,0.00325289611445353,0.000798790762580802,0.00245163586142681,0.000551833921614807,0.00373556164027098,0.00165644785485754,0.00330088671315534,0.00321302001410204,0.00309908614235624
2995,83.0236263641424,14.965072,0.00116920071803441,0.000859125335663701,0.00151482904073589,0.00132175607746714,0.00124885066576678,0.000597439562786033,0.000783265962259332,0.00107959170811889,0.00180669454843937,0.000609863566690666,0.00117114669065818,0.000754970267996626,0.000414471848769606,0.00062570461973347,0.000444011436086122,0.000616178158163463,0.00116614393465951,0.000931275319700194,0.000560687484992129,0.000733416834051348,0.000664322115272726,0.000217543459911179,0.000837458821727565,0.000799853684235215,0.00152817052234903,0.00333202016537548,0.00105206890483153,0.0010579819975053,0.000452220194946103,0.000750115284851433,0.000958218174874036,0.000842866450823721,9.49981541796079e-05,0.000668801263596569,0.000639289563937657,0.0012304821612568,0.000916444738108918,0.00133742825979772,0.000939445412087333,0.000864371335096531,0.000551178363516211,0.000795746143126282,0.000979477945243044,0.000377230600078594,0.00103673777911323,0.00112246809110899,0.000550411959320315,0.000477191891747466,0.000600362690865641
