"row.ID","row.m.z","row.retention.time","S41_pos.mzML","S42_pos.mzML","S43_pos.mzML","S46_pos.mzML","S21_pos.mzML","S22_pos.mzML","S23_pos.mzML","S24_pos.mzML","S26_pos.mzML","S27_pos.mzML","S28_pos.mzML","S29_pos.mzML","S30_pos.mzML","S31_pos.mzML","S32_pos.mzML","S34_pos.mzML","S35_pos.mzML","S36_pos.mzML","S37_pos.mzML","S38_pos.mzML","S39_pos.mzML","S40_pos.mzML","S01_pos.mzML","S02_pos.mzML","S03_pos.mzML","S04_pos.mzML","S05_pos.mzML","S06_pos.mzML","S07_pos.mzML","S08_pos.mzML","S09_pos.mzML","S10_pos.mzML","S11_pos.mzML","S12_pos.mzML","S13_pos.mzML","S14_pos.mzML","S15_pos.mzML","S16_pos.mzML","S17_pos.mzML","S18_pos.mzML","S19_pos.mzML","S20_pos.mzML"
9492,61.0078772969186,17.037668,0.0004430391703888,0.000457583726259536,0.000473609247689381,0.000396036798145176,0.00046610188265339,0.000508044980355998,0.000428636200784754,0.000429502049200429,0.00048887675434354,0.00041039710092449,0.000442699274113899,0.000447502554173072,0.000447127205062895,0.000458756437528978,0.000380901562053643,0.000465793849126174,0.000521826060291365,0.000473728682256588,0.000440278914044207,0.00046306167311526,0.000487038789207334,0.000440207042568967,0.000468572958689363,0.000437996397738906,0.000403402167905612,0.000393321651537661,0.000454057739351447,0.000474545727601851,0.000428279648532066,0.000431009408799044,0.000408177127045096,0.000433147979530285,0.000377712539581591,0.000438955073570044,0.000437492864052141,0.000429783846141977,0.000446615027724354,0.000440630885659421,0.00044383998336357,0.000414941693080421,0.000457407706863125,0.000422121181280123
8838,64.0165044567696,16.960972,0.0282810975457287,0.0290685841689136,0.018536905783811,0.0249070942584672,0.0239214614733174,0.0298518001917518,0.0264083134941882,0.0354276265336304,0.0196997451774219,0.026166198043213,0.026495083337717,0.0265566783384757,0.0271886770766479,0.0243032211082255,0.0321230447156879,0.0218186649765226,0.0289467289332836,0.0296932164430062,0.0273999108176653,0.0315197834397983,0.0210998817691076,0.0278148180544166,0.0252695459370724,0.0244024475341633,0.0324559223754656,0.0358110506337596,0.0286869674893845,0.0285792370422083,0.0279939744243437,0.0232681804979819,0.0263774213061584,0.0246015117827999,0.0275844953963185,0.023794926347583,0.0271936269042273,0.0256173351819859,0.0321878955159227,0.0265818256777139,0.0291273588532478,0.0301121249895817,0.0256082550621557,0.025428972633007
8651,64.0165094873065,16.596018,0.00729295282973371,0.00957361171097617,0.00270943298574127,0.00318226725594148,0.00508119012695641,0.00118905824848519,0.00438854260844293,0.000915128913763339,0.00734335729185871,0.00777701412411517,0.00493841861378741,0.00311125763525718,0.00208936362939344,0.00159357334061749,0.00129600397752712,0.00209831983603496,0.000921800454084244,0.000467833565602761,0.00347978794119348,0.00215300787775484,0.000881030876897111,0.00400624086725884,0.000808840847126626,0.00604071803756073,0.00139533478240822,0.00266001685152753,0.000393317297316615,0.00264442011720197,0.0123660212697128,0.00498230534561515,0.00132375381112252,0.00043623125957914,0.0026997984508746,0.00108803350166383,0.00575526220288758,0.00734932423366349,0.00336703068484743,0.00730905214192727,0.00135421357332585,0.00450070563414068,0.00642032592573402,0.0013088250328795
8752,64.016509297886,16.772211,0.000701475424352414,0.00334127355047593,0.00180167859588707,0.00138701155056154,0.00175895077226857,0.000791875431138106,0.0035360129643107,0.00125822757138184,0.00156795588695064,0.00240494050415263,0.000767610789250141,0.00388678205881848,0.0029306947280912,0.000651701730885085,0.000767801212218563,0.00162571381082198,0.00128010197123694,0.00378493814134749,0.00146344199263304,0.00114896633860508,0.0027317093724528,0.000478073132303814,0.00301945209791665,0.00247196615736383,0.00126833361900381,0.00195344973702346,0.000966622515971432,0.00293054292810866,0.00125760655076896,0.00274985899255694,0.00236247139517063,0.00455484590868572,0.00317169056651515,0.0066243852125779,0.00257171444409709,0.00185886552314598,0.00168552605127921,0.00159937164273012,0.00188470611622721,0.000527035222169712,0.00411045503259299,0.00193991241801855
8316,64.0165115846978,16.369516,0.00395986266452659,0.0007638579455551,0.00174661070068876,0.000513150742515671,0.00178057577818033,0.00207767760165625,0.00314780432929593,0.0022213310417424,0.00493767616943455,0.00417717052312946,0.00087179884997178,0.00330454824836701,0.000665322728770985,0.00104697181292958,0.00640189508633444,0.00226618928841492,0.000733756689855897,0.000390733502255428,0.00169806625905005,0.00105521239299293,0.00047376357747891,0.0019292092035806,0.00161614434399266,0.00147898904638461,0.00266856506946022,0.00425493331320589,0.00270063412017693,0.00119193484450451,0.0027997734278608,0.00499264166925782,0.000501097011026944,0.00631220251199249,0.00549060784074994,0.000662837700294602,0.00192839912134127,0.00218009256486405,0.00143432533735345,0.00114031855020705,0.000385047904306694,0.00117383200413715,0.00084847996073103,0.000745746583656554
7641,64.016511056888,15.754411,0.00218366543588059,0.000952470856980959,0.000680504344690587,0.00350397071923617,0.00227083462530303,0.00287158302847205,0.00735886558529491,0.00561740954122508,0.00308955379439751,0.00239496027996933,0.00198438266695058,0.000412870048269392,0.0034546724364065,0.00150482989962384,0.00282096552496578,0.004247699755325,0.0025033689415198,0.000459152127166757,0.00308086786392082,0.00165879293263949,0.00323676695099054,0.00278188080559986,0.00443486021921174,0.00201686808612005,0.00213168129362129,0.000867243835560738,0.00502690317511698,0.00210000481317977,0.00323087331560543,0.00418054082338155,0.00132621938667645,0.00508544297463127,0.00412045584393084,0.00318285739925353,0.00230184770104,0.00354951039666115,0.00126716740368681,0.00204495785263365,0.000866934796024883,0.000920850461917042,0.00186874796338597,0.00211809703922051
8009,64.0165158549608,16.09447,0.000987014776982931,0.00376543812985948,0.000457276003318967,0.00158442976299347,0.00142785209042258,0.000689219949320592,0.000574450682155825,0.00142708529269035,0.000516153382761064,0.00154744337400966,0.0005308374645374,0.000535738450645829,0.00052827976476734,0.000725204672385898,0.00419892880289253,0.000797528391355696,0.000694093953274747,0.000371063279363807,0.000872254355039133,0.000296356412436382,0.000387559748038203,0.00632559763816981,0.000888881382901307,0.000530023102299099,0.000790991674206434,0.000424069965076967,0.000703552133483182,0.000548910180581089,0.000284054775580464,0.000766379273290544,0.000444833836750095,0.00113473424233581,0.00136538335745883,0.000591415808848239,0.000444314903909061,0.000336891052888668,0.00185282575287824,0.00106974974869006,0.000615274178166563,0.00157733924782812,0.000947545597916323,0.00153222951211687
6115,67.0549207338053,15.0014105,0.0001955439881522,0.000198880936563218,0.000212794834756239,0.000228607039806748,0.00020488801512023,0.000195359005252643,0.000212963443870121,0.000213081037388369,0.000218796149681096,0.000192911761135441,0.000189787609059904,0.000216420413543973,0.000227208646251555,0.000202400903100571,0.000225271728550332,0.000208675228355665,0.000206311690250788,0.000239222368065359,0.000232534005298178,0.000185296530098572,0.000188549900846007,0.00018224782504818,0.00018544379066104,0.000205658899335461,0.000186057320593897,0.000211967355143194,0.000227084075112756,0.000263653542759976,0.000203007129498895,0.00021267607997612,0.000169569895728238,0.000233039930008684,0.000220953143283457,0.00020087806370575,0.000217444566335154,0.00020201622393228,0.000256024281889282,0.000237442048218275,0.000246219337893848,0.000233154206934676,0.000154402694443425,0.000224410148804927
8994,69.0454065011122,16.93597,0.00042284139870226,0.000358423195052213,0.000395756310907628,0.000363407215862144,0.000364213238842727,0.000329660594958832,0.000328869099064626,0.000275692536681224,0.000336372733181159,0.000303045486393152,0.000383105056800722,0.00036664224637627,0.000379867341830346,0.000400973484972085,0.000289576299423112,0.000329417145342123,0.000588362496532161,0.000475920004588851,0.0003103311376132,0.000421890698772977,0.000305040667580841,0.000388474394176267,0.000423883280303699,0.00026512724687299,0.000332897386507977,0.000335068648439072,0.000377026695583725,0.000353527876121251,0.000254695754699163,0.000311385286004185,0.000232651797680181,0.000372370104385268,0.000388454550906808,0.000348263035336403,0.000404687106812199,0.000277040753557816,0.000442606797243509,0.0003601749562743,0.000488178228926494,0.00030406234496574,0.000515475661062775,0.000460268068269618
9331,69.9941496870416,17.029404,0.00033545479670747,0.000330109341259798,0.000368060141940359,0.000324054307450155,0.000373818765959802,0.000383392432741534,0.000364583576192229,0.000345240371880971,0.000376520673472658,0.000341153500539389,0.000354255179809972,0.000339683976610287,0.000347001641250904,0.000338846420282871,0.000358637557742902,0.000387967809882323,0.000332256974989523,0.000349268030258969,0.00034093008509761,0.000353427470437237,0.00037438115617816,0.000345025311149732,0.000337886610841551,0.000329163540376798,0.000330642830521876,0.000331139651173213,0.000346623284527526,0.00035191778929137,0.000350324175070303,0.000341719220265833,0.000361809674528896,0.000358707538286183,0.000319583113280055,0.000347342182141943,0.000356489239710621,0.000343778450094372,0.000357014798685554,0.000365582461826571,0.000343540400809317,0.000340772434737451,0.000332405835900095,0.000322602098667221
