"row.ID","row.m.z","row.retention.time","S41_neg.mzML","S42_neg.mzML","S43_neg.mzML","S46_neg.mzML","S21_neg.mzML","S22_neg.mzML","S23_neg.mzML","S24_neg.mzML","S25_neg.mzML","S26_neg.mzML","S27_neg.mzML","S28_neg.mzML","S29_neg.mzML","S30_neg.mzML","S31_neg.mzML","S32_neg.mzML","S34_neg.mzML","S35_neg.mzML","S36_neg.mzML","S37_neg.mzML","S38_neg.mzML","S39_neg.mzML","S40_neg.mzML","S01_neg.mzML","S02_neg.mzML","S03_neg.mzML","S04_neg.mzML","S05_neg.mzML","S06_neg.mzML","S07_neg.mzML","S08_neg.mzML","S09_neg.mzML","S10_neg.mzML","S11_neg.mzML","S12_neg.mzML","S13_neg.mzML","S14_neg.mzML","S15_neg.mzML","S16_neg.mzML","S17_neg.mzML","S18_neg.mzML","S19_neg.mzML","S20_neg.mzML"
6205,66.0083072915818,16.726099,0.00152105515611527,0.00152765485347662,0.000352012957148448,0.00114269432867382,0.00115197564178548,0.000790213153235751,0.000500850795620546,0.00160122818369394,0.000481810332791098,0.000588242365589374,0.000951140753628161,0.000455957099370659,0.00114045881778562,0.000947077925916885,0.00168685567339905,0.00103443596468089,0.00116649647697923,0.000299859321617468,0.000212973329435174,0.00126687587070878,7.86694731805539e-05,0.000760962494659973,0.000428099292108807,0.000615914314928195,0.000472883357860601,0.000190817188500056,0.000598956131754628,0.000883594288843108,0.00156410325763986,0.000516543401634031,0.00242437930468895,0.000548087670078708,0.000772375661425721,0.000931414269373097,0.000606539201872979,0.000193174154543075,0.00292100669605784,0.000630174272691089,0.00105478113109015,0.000760616998240919,0.00023046133841947,0.00122728761287275,0.000495496228702293
4034,83.0236171556156,15.898128,0.00934354012437595,0.00513810496057703,0.0185708199889243,0.0134675790769731,0.00520285496318584,0.0126314594502105,0.00453385485657128,0.0117065509491616,0.00840218353880919,0.0142580444658833,0.00924764107757035,0.00539731098141591,0.0102543425745573,0.010027438423965,0.0085718804521553,0.0110068318596825,0.00887513392843753,0.00254561843606785,0.0011780159402443,0.00741125750152388,0.00262862206372635,0.0236016886986957,0.00778494794874121,0.00384318484260157,0.0136210219311229,0.00223296669075098,0.00881715443870363,0.00460353746028306,0.00445034242548009,0.00333719362274034,0.0150531141576622,0.0124135709874693,0.00635005939442035,0.0133262377863846,0.0089001577926761,0.00832501551242827,0.0097749018239579,0.00833431930413616,0.00511736124512871,0.00271488903313132,0.0109703806987978,0.0101422417404673,0.0185048899668852
3564,83.0236203032718,15.6313,0.00571278094355525,0.00511881340032964,0.00120820236763609,0.00173908824149647,0.00383189579829205,0.00400954292191844,0.0059116400029792,0.00290176814861215,0.00176455496041115,0.0036660967078661,0.00454046228220722,0.00250884146443273,0.00306612622302253,0.00184433185459792,0.00783579042813022,0.00293049126931314,0.0025456548388592,0.0100863048872405,0.00959741631937843,0.0065058714839607,0.0143427779708011,0.00122834671861288,0.0024989569819417,0.00440739136660395,0.00176101965087915,0.00309361083334687,0.00367681364189704,0.0184435375088907,0.00506138464153488,0.0041461151954248,0.0014566096075261,0.00401194229084524,0.00316882970488396,0.00187051579073158,0.00797310479123084,0.00758827236503823,0.00819405961285577,0.0124159565623781,0.00461517952501365,0.0055155306334672,0.00350936758353533,0.00468501684029386,0.00302897949959364
6267,83.0236220138386,16.636652,0.00344565147119324,0.00250361887209472,0.00929209735246835,0.0072733925327236,0.00841441818043564,0.00490768931995253,0.00419873818422416,0.00144222219782347,0.00606289922290104,0.0080137739005841,0.00885210136956749,0.0129593032197039,0.00330381922580496,0.00525388178618872,0.00682604201489988,0.00390404536007265,0.00361632124480183,0.00207601646521497,0.00249477510656506,0.00540925614417463,0.0081781389530092,0.00283376087096224,0.00495745255450159,0.0125478763556243,0.00318431730708655,0.00619993399118221,0.00189501500662955,0.00381347677048691,0.0105521141246962,0.00352150492352556,0.0142313572967943,0.00655524725460714,0.00683600398694929,0.00244578841250374,0.00653146096818579,0.0117895504230684,0.00801882390191302,0.0158304957779049,0.0110718804217779,0.00399904969731568,0.00886329575609172,0.00467141973184759,0.0119193886994585
3407,83.0236221481593,15.403147,0.0017443701919599,0.00255923310762394,0.00185073280248446,0.00258436674655324,0.00186873726047097,0.00256721160218938,0.00228063273473498,0.000468280658488799,0.00447493166583455,0.00217054658514497,0.00678242633619824,0.00552991212335052,0.00128466807962172,0.00139797736060332,0.00138157346777231,0.00431761969919813,0.00237561607126874,0.00180266273799301,0.00163007183707291,0.000739072659456301,0.000520549600421298,0.00499042538032265,0.0029936130054059,0.00130764389345339,0.00137494693724321,0.00344421956769967,0.000423460016734067,0.000334573730500033,0.00155634389878006,0.00307024202708558,0.00206644618691104,0.00333762132333135,0.00300841528394087,0.00154168141427418,0.00197128963050416,0.00166624668757326,0.00323725380415939,0.00268481391460272,0.00138671168100633,0.00287094884805984,0.00313385017848617,0.00303821818391026,0.00172887285527129
3137,83.0236231689375,15.1884165,0.000334095699697795,0.00131880029444457,0.00176042302895087,0.00136985270688579,0.00194599209462033,0.000704101772318073,0.00131106029053672,0.0027514831510487,0.000687764304668038,0.00102530583346901,0.00220806930358145,0.000838615869771861,0.00250853305656478,0.00147134859331684,0.00124342574401504,0.0010320423920122,0.0012588289651366,0.00116718981617176,0.0021959120904876,0.00173572211145778,0.00136531513548783,0.00150008703965567,0.00258092096512635,0.00313015520501852,0.00201825367756478,0.00117976461868842,0.00142946496790856,0.0014210145913964,0.00147050888879364,0.00128170001739509,0.00132081321722709,0.000766460472719263,0.000918871681146262,0.00123059122595079,0.000791509204618916,0.00168829272482323,0.00179911460508936,0.000947220120078805,0.00227513783976437,0.00126415993242381,0.000717619817378391,0.00552094499746826,0.00112523936871914
5112,83.023623152688,16.195824,0.000939883441108426,0.00241577278009929,0.00644076764284755,0.000356533137219081,0.0020788703240784,0.00372057361501107,0.0159595498407341,0.00258846393066996,0.00788787040241716,0.00679575933139657,0.00795375878396902,0.00240100099243062,0.00471744010515158,0.00908055974918161,0.00714341121809316,0.00382187166397414,0.00290520572028974,0.0116409875133555,0.0125830502812811,0.00286036247383262,0.0025790178855459,0.0208982865093348,0.00513379363259868,0.00554040915521028,0.00143894391673745,0.022110223937229,0.00891511670937226,0.00323919591563874,0.00714662764187254,0.00490660766137471,0.0053608471077669,0.00564217156590261,0.00675849123010671,0.00772530982320106,0.00468649655225518,0.00459738227958407,0.00137883479379687,0.00504511643137146,0.00982707617860146,0.00836696069410535,0.00889428286599843,0.0172821564178367,0.000558022584669902
5545,83.0236227411721,16.438583,0.0117940060636154,0.0101662069866245,0.00614277017416518,0.010658628986615,0.00843521555523577,0.00736718253677196,0.000825975097396024,0.00914885076445371,0.00171757933091847,0.0010379245817209,0.00255033682395198,0.000371166328057623,0.000867549428811399,0.0035805849894582,0.0101057873283483,0.00138076230196975,0.0111995358024177,0.00212378971520853,0.00874869442743354,0.00882357443823214,0.0031375361274127,0.00111244614478004,0.0106758685698124,0.00582338167488333,0.00738732377246472,0.000629509585333872,0.00177722553259624,0.00756018509110506,0.00610300481646125,0.000565784420052105,0.00353005130946531,0.00214895889884894,0.00603845272887284,0.00489730795413482,0.0057969387067379,0.00257103554221158,0.00451267841763346,0.00299387880743387,0.00246096502809179,0.00242961576282502,0.000976926706817408,0.00208826453440271,0.0103133030829155
6929,83.0236292012907,16.899805,0.00145320095051558,0.000612048536835325,0.00168344376462659,0.001572732554281,0.00153476056429429,0.00123247276670719,0.00284672839122089,0.00184237787759234,0.00199881305580463,0.00186222238155251,0.00188515435056997,0.003076968489481,0.00282725419152682,0.00249334189125092,0.000729210483615907,0.00377113632247419,0.0021577476746903,0.00133449497798159,0.00134823579115651,0.00229616499299376,0.000621787319798593,0.00150879369798587,0.000363505264749962,0.00297108790269197,0.000675804116644723,0.00192666153722488,0.00172228666966944,0.00310614979874596,0.00278976830886814,0.00425562334253962,0.00411371728126241,0.00289534241287604,0.00484127628912065,0.00467501875258679,0.0032336702055651,0.000793977384353525,0.00243500912117715,0.00055019552880637,0.00372718875064086,0.00165443106082421,0.00329296932337946,0.00319616537779061,0.0030972222359094
2995,83.0236263641424,14.965072,0.00116601725222516,0.000855958903062922,0.00151112246601649,0.000596252914961896,0.00116790762756684,0.00075083783558701,0.000409994159441007,0.000623735232140867,0.000442872483405658,0.000611578273103778,0.00115244489159708,0.000923629030166033,0.000559026078033651,0.000729301633660953,0.00066033818725092,0.000216112386070622,0.000835715905106424,0.000799630884264656,0.00152606932204337,0.00330877547521323,0.00104363443415437,0.00104949720998267,0.00044394309526008,0.000748921813642978,0.000952571446111359,0.000832166840765135,9.47060909460426e-05,0.000664598548181637,0.000632713795753873,0.00122533968479702,0.000911181370871614,0.00133065457213245,0.00092678596013097,0.000862602570473296,0.000547920680323947,0.000790951111261631,0.000972835227361462,0.000376110603865816,0.001034414034564,0.00112110143960704,0.000549091760719777,0.000474688671801477,0.000600001610263636
