"feature","VIP"
"x1",0.489441052429516
"x2",0.787316724940819
"x3",1.09326557895355
"x4",0.838635322746723
"x5",0.84345294490076
"x6",1.14214663859038
"x7",1.80098790177511
"x8",0.106268932084094
"x9",1.48640748486824
"x10",0.565510840120729
"x11",1.20113095694294
"x12",1.81116329242763
"x13",0.397757123634271
"x14",0.537800474459079
"x15",1.2602247846399
"x16",1.95049733211122
"x17",2.41190790550434
"x18",0.773729828874967
"x19",0.0162744714987951
"x20",1.56138826141512
"x21",1.61892952451719
"x22",1.2039537683689
"x23",0.51514634992317
"x24",0.991819421303076
"x25",1.10012023309392
"x26",1.5744193704506
"x27",2.12932117397143
"x28",0.323782466282872
"x29",0.555590461960222
"x30",0.79204656152693
"x31",0.497137327726301
"x32",0.0693639187523625
"x33",1.79109586070726
"x34",1.89887035038957
"x35",2.66053976179101
"x36",0.378328742191059
"x37",0.787327554950067
"x38",0.337397245750657
"x39",0.114975733873894
"x40",1.97570926479507
"x41",0.293817656815897
"x42",1.70905360013662
"x43",0.178881864150563
"x44",2.08703916743854
"x45",1.31101276523941
"x46",1.64406356659952
"x47",0.0426820144849115
"x48",1.12378674635039
"x49",1.28070756763101
"x50",0.422991799851967
"x51",0.199317012123995
"x52",0.501000967553527
"x53",2.68099274642326
"x54",0.954036743728049
"x55",1.73472930003024
"x56",1.18139495160256
"x57",0.332234394436025
"x58",0.980965649159799
"x59",0.441173315404399
"x60",0.889174807566694
"x61",1.32356474932436
"x62",1.06900324912812
"x63",1.8787093433757
"x64",1.31173322549869
"x65",0.908235853963763
"x66",0.978304842843404
"x67",0.676967904865478
"x68",0.349951318575627
"x69",0.897095387977404
"x70",0.176405049192005
"x71",2.56632703055819
"x72",0.226572819070989
"x73",0.437581704541956
"x74",0.915677396320024
"x75",0.341010995298876
"x76",0.36063623323047
"x77",0.133533360520061
"x78",0.374249655665968
"x79",0.301691343034486
"x80",1.75954449684408
"x81",1.96210626097745
"x82",1.45837992889832
"x83",0.180109741932966
"x84",0.421002486415294
"x85",0.0417525167088324
"x86",2.89534545922046
"x87",1.38475330968066
"x88",0.478787610805196
"x89",0.372331819396669
"x90",0.786893058712179
"x91",0.616337008310095
"x92",0.240771438809309
"x93",1.12874888049529
"x94",1.5050969369106
"x95",2.44233212091797
"x96",0.652747469412001
"x97",0.531406900212629
"x98",0.267933163701654
"x99",0.494921306957786
"x100",0.800943778654346
"x101",1.72557610541305
"x102",0.615789082318496
"x103",1.18368661165056
"x104",0.549076886931317
"x105",1.88715369165807
"x106",1.12444720722205
"x107",1.2071051483544
"x108",2.71931961134094
"x109",0.316597891580693
"x110",1.90752929272097
"x111",0.870388639277435
"x112",0.894649600207818
"x113",0.924108506473703
"x114",0.745565845569239
"x115",0.407420351645813
"x116",0.163178963317652
"x117",0.0828696199653038
"x118",0.82927470397103
"x119",0.492213500380619
"x120",0.309874582867785
"x121",1.55158557569937
"x122",1.29274456744067
"x123",0.886489221468062
"x124",0.700564361281154
"x125",0.373812769124724
"x126",0.204295930932437
"x127",0.111316400852927
"x128",1.28764086883884
"x129",1.20127494557818
"x130",0.256214427507397
"x131",0.831643019752684
"x132",1.74043447053625
"x133",0.690044104138543
"x134",1.11625758098634
"x135",1.00430885761318
"x136",0.647535177095239
"x137",0.79003968771722
"x138",0.161354463290648
"x139",0.469792672579037
"x140",0.0448743354271698
"x141",0.875002109015476
"x142",1.45981865218838
"x143",0.948720393310586
"x144",1.52527032349447
"x145",0.248198829142835
"x146",0.0284794234207079
"x147",0.221569933002793
"x148",0.981024170580481
"x149",1.4364975066881
"x150",0.558105737155511
"x151",0.451441984644477
"x152",0.95552603894201
"x153",0.18355279487543
"x154",0.0229248351072105
"x155",0.793504621909164
"x156",0.48492256129579
"x157",1.15676143866874
"x158",0.984259617912557
"x159",1.97369645905129
"x160",0.264831788914049
"x161",0.113449146292004
"x162",0.0509857919520725
"x163",0.668993838476187
"x164",0.258783586546386
"x165",0.390212640489899
"x166",0.270648505224254
"x167",0.354262269265451
"x168",2.45779207464457
"x169",1.47562458686753
"x170",0.0102215899965046
"x171",0.150547659641098
"x172",2.32914264475761
"x173",2.23462088946044
"x174",0.443686323037543
"x175",0.815131886569683
"x176",2.28102772084735
"x177",1.82320647201828
"x178",0.47130770277096
"x179",0.990584899341771
"x180",1.60498312063406
"x181",1.33377336368639
"x182",1.01530416481224
"x183",0.255599726062299
"x184",0.790257610322621
"x185",1.98342025585401
"x186",0.15554759662821
"x187",1.31427063866361
"x188",1.65747855443365
"x189",0.182489195592618
"x190",1.73151591885565
"x191",0.62393542595108
"x192",0.800912693847907
"x193",0.289970169758511
"x194",1.74463008293426
"x195",0.0521867017385388
"x196",0.514355279478315
"x197",1.76828732219498
"x198",1.04288335801522
"x199",0.268201981960368
"x200",0.431785653819666
"x201",1.34700530368261
"x202",0.417092641247895
"x203",0.142485531495732
"x204",0.483029052411105
"x205",0.165668248577838
"x206",0.49007303309143
"x207",0.720533334504692
"x208",0.664106632332706
"x209",2.42035166552773
"x210",1.30153148983951
"x211",2.56083328262057
"x212",1.34175154590285
"x213",0.339438250185488
"x214",0.159268869821377
"x215",0.0535720068831548
"x216",0.795724087238477
"x217",0.297493806612754
"x218",1.25057634697344
"x219",2.08511407555341
"x220",0.296704548139349
"x221",0.680208506607315
"x222",1.2312033911551
"x223",0.138899202479549
"x224",1.52309310740323
"x225",0.22853629478614
"x226",0.367469252607874
"x227",0.859307327904758
"x228",0.221328146262274
"x229",0.509407912366797
"x230",0.442188659951474
"x231",0.803676758694092
"x232",0.582662646707618
"x233",1.99085364487654
"x234",0.995909526640917
"x235",2.2220527906074
"x236",0.272120379910364
"x237",0.10362121248818
"x238",1.91864971750512
"x239",0.439186052615111
"x240",1.29221794900667
"x241",0.79032524343821
"x242",2.72386564037382
"x243",0.266945647490025
"x244",0.829451718658082
"x245",1.25819177514543
"x246",0.132124719750487
"x247",0.755493736516397
"x248",0.114913241271479
"x249",0.575370807881889
"x250",0.320463657084609
"x251",1.32004108087694
"x252",0.351708061107388
"x253",1.53941007885561
"x254",1.28526431560342
"x255",1.36977420852797
"x256",1.60752150936891
"x257",1.86573155540355
"x258",0.347116877329382
"x259",0.840690559656351
"x260",1.15317493312683
"x261",0.220665200918253
"x262",0.730463407305916
"x263",2.41898802884889
"x264",2.02564311532258
"x265",1.26496827672566
"x266",0.666642209911701
"x267",0.00978980500569604
"x268",0.387442118414779
"x269",0.100793928009308
"x270",1.50222806386627
"x271",0.24119139671395
"x272",1.49650812873171
"x273",0.949148488256829
"x274",0.377148996490637
"x275",0.960254439583067
"x276",1.69862269935578
"x277",0.922597494586283
"x278",0.843277797360702
"x279",1.67564406014452
"x280",0.351211533677361
"x281",1.4317166666729
"x282",0.0197597224423285
"x283",0.568083220989201
"x284",0.565127390449697
"x285",0.475735188207527
"x286",0.88774603906762
"x287",0.504206049361878
"x288",1.39049617049447
"x289",0.590874248803318
"x290",0.229515556511702
"x291",1.48952732553847
"x292",1.14413662150105
"x293",0.072507637196555
"x294",0.5772259326238
"x295",1.81108958514524
"x296",1.12050381381694
"x297",0.694657231910255
"x298",1.80127746676877
"x299",0.861022255301748
"x300",1.78722092489199
"x301",0.503757056661559
"x302",1.02451951790803
"x303",1.4139801439353
"x304",1.48757038419623
"x305",0.421240171831219
"x306",1.42744659572406
"x307",2.99104816632022
"x308",0.115087977135329
"x309",0.139954329387014
"x310",1.2719506459423
"x311",0.92583343432337
"x312",0.921274637406264
"x313",2.08390443850761
"x314",0.967379179311421
"x315",0.394992479960502
"x316",0.501679324312996
"x317",0.101568132290764
"x318",0.316955598085672
"x319",0.199356539298281
"x320",0.389263787559199
"x321",0.384144507771354
"x322",1.11480658973091
"x323",1.64807461551555
"x324",1.33461545518544
"x325",0.991804954972751
"x326",1.15363068564135
"x327",2.09448715887288
"x328",1.64960230947872
"x329",0.520152944786868
"x330",0.0505259129780754
"x331",0.522234105384946
"x332",0.673015203470262
"x333",0.267454557680099
"x334",0.654868774176576
"x335",1.42436110505653
"x336",0.178885390236559
"x337",0.635144858863444
"x338",0.243836661218898
"x339",0.155850380714774
"x340",0.357872298543565
"x341",1.43991320730975
"x342",0.144724059575668
"x343",0.987961562169885
"x344",1.66720408446652
"x345",0.544833475491157
"x346",0.0881791425728541
"x347",1.06459604547133
"x348",0.150624327959728
"x349",1.65334184596056
"x350",1.00316747280411
"x351",0.223414753107085
"x352",0.755205706711506
"x353",0.640679086933557
"x354",0.468520207886653
"x355",1.22478973188537
"x356",0.0255460940953863
"x357",1.04792499331511
"x358",0.987439692787457
"x359",0.0686709196742868
"x360",0.353888994590321
"x361",0.173044241659179
"x362",0.288683844725604
"x363",0.280970789283983
"x364",0.997933476501417
"x365",0.0272724946660346
"x366",1.89241181293229
"x367",0.681473603834963
"x368",0.368154377409866
"x369",0.25106105610707
"x370",0.188284789706579
"x371",0.52155405650895
"x372",1.95992598542621
"x373",2.96125271921723
"x374",0.598504501884112
"x375",0.764078345458887
"x376",0.233217814213103
"x377",0.386357853762029
"x378",0.0641927327052151
"x379",1.83120750469935
"x380",0.785297184672437
"x381",0.90052589037996
"x382",0.990948384554522
"x383",0.461428531864578
"x384",1.31553178598796
"x385",0.988367100825087
"x386",0.443357500664425
"x387",2.07524339557999
"x388",2.17043722084875
"x389",0.866980191111322
"x390",0.199112753661998
"x391",0.481258149987491
"x392",0.302954660479772
"x393",0.455760261359393
"x394",0.0682711722905589
"x395",0.802356062110023
"x396",0.114261046089055
"x397",0.798854116611363
"x398",0.552652103346511
"x399",0.261009569076286
"x400",1.25741793175388
"x401",0.682638076861219
"x402",0.453499326183296
"x403",0.867740455820089
"x404",0.619348869053028
"x405",1.04160984571104
"x406",1.80778561133669
"x407",0.543433837041216
"x408",0.7879587711134
"x409",0.361914123833809
"x410",0.586112096560391
"x411",0.533031899732467
"x412",0.00166787724888184
"x413",0.702095762822668
"x414",1.62965045486554
"x415",1.08908215222065
"x416",0.185859615135938
"x417",0.413317814814252
"x418",0.293775130767804
"x419",1.83583955953838
"x420",1.54394746367792
"x421",0.690210028751757
"x422",0.152280338859958
"x423",0.729538371126639
"x424",1.47892792932176
"x425",0.298764549340441
"x426",0.677457086585446
"x427",0.518652745970563
"x428",1.45293415137625
"x429",1.33508028792487
"x430",0.962657116913292
"x431",2.18491207994314
"x432",1.74027751498392
"x433",0.428312250236332
"x434",0.874558419272054
"x435",0.727136173844986
"x436",0.112354616081644
"x437",0.413957964362942
"x438",0.637913390863456
"x439",0.110942156735297
"x440",1.17566995989721
"x441",0.701790926709017
"x442",0.783124169302748
"x443",1.52351662459744
"x444",1.33781324382362
"x445",0.229947038191077
"x446",1.21677000479018
"x447",2.5291121475963
"x448",1.30376951788186
"x449",0.412856267062064
"x450",1.22509447967913
"x451",1.21727802801749
"x452",0.215979935054683
"x453",0.952546058152095
"x454",0.213930307979761
"x455",1.16499764052015
"x456",0.688560725217586
"x457",0.283194521777535
"x458",0.308247860772818
"x459",1.36481598516615
"x460",0.391021681944944
"x461",0.678254103194677
"x462",1.25762083531717
"x463",0.0980450198836631
"x464",0.221509549359278
"x465",0.596188439221742
"x466",1.7225277299156
"x467",0.0669298144809129
"x468",2.09911767999286
"x469",0.842273651506198
"x470",1.88777306770498
"x471",0.327804510663263
"x472",0.841162593924115
"x473",0.726875401572517
"x474",0.273138651854979
"x475",1.39177640210661
"x476",0.710292380414924
"x477",0.753799302310033
"x478",0.481602988367843
"x479",0.919498989966075
"x480",0.159629764602511
"x481",0.989272057140263
"x482",0.1639562961739
"x483",1.22425276602769
"x484",1.15832493957663
"x485",0.284210147550985
"x486",1.24033443769033
"x487",1.30612293366421
"x488",0.0697275274142549
"x489",0.0247242420655418
"x490",0.976275726634803
"x491",0.557946618839467
"x492",1.64467037827309
"x493",0.383986455841289
"x494",1.50148144340398
"x495",1.91627643783416
"x496",0.426599874118893
"x497",0.634554541986383
"x498",0.989393184362088
"x499",0.395628985412917
"x500",0.649906840734998
"x501",0.593916109933597
"x502",0.412146203090009
"x503",0.0234605014369725
"x504",1.28338048224413
"x505",0.0766128542273402
"x506",1.66112829148407
"x507",0.188361430957823
"x508",0.12579725512055
"x509",0.366047463224107
"x510",0.33324611766827
"x511",1.54315569694673
"x512",0.193639226207935
"x513",0.0632539357351762
"x514",0.543869768693375
"x515",0.108571182314912
"x516",0.463481723228103
"x517",0.0914354465192445
"x518",1.41975912923599
"x519",1.01854103167027
"x520",1.06282154583899
"x521",0.523484969731799
"x522",1.79878400623517
"x523",0.935238885399261
"x524",0.789623253134441
"x525",0.638980532779477
"x526",2.860659001349
"x527",0.912544428996222
"x528",0.68320413414126
"x529",0.13163188290108
"x530",1.26621839190673
"x531",0.208916331289708
"x532",0.465454388537831
"x533",1.12680299750313
"x534",1.05045603176965
"x535",0.928540183825295
"x536",0.968477652663915
"x537",1.15586906112479
"x538",0.806977850317844
"x539",1.36336858866631
"x540",0.130117094013219
"x541",1.35603068020041
"x542",0.494918868188179
"x543",1.06605479106296
"x544",1.0342961338765
"x545",0.843210042683025
"x546",0.00460570363464652
"x547",0.285048610522531
"x548",0.0596876150658253
"x549",1.02944365839749
"x550",0.223611796942673
"x551",0.0237903561205875
"x552",1.17336170500339
"x553",0.254330940002181
"x554",0.936911716671422
"x555",0.0772464526056649
"x556",0.473676432146593
"x557",0.822785814820096
"x558",0.401923167626275
"x559",0.571628718076639
"x560",1.81408941624553
"x561",0.196565325163587
"x562",1.2068902249465
"x563",0.667219995857177
"x564",0.280257179537472
"x565",0.585025526411621
"x566",0.450313179119229
"x567",0.20316526978113
"x568",0.145750446856431
"x569",0.895301405356818
"x570",0.64197858619901
"x571",0.544808608348746
"x572",1.09525975724716
"x573",1.01096157535528
"x574",0.770598137270956
"x575",0.288513051563664
"x576",0.361167408337853
"x577",2.00274609796141
"x578",1.59216260000452
"x579",0.88843067158947
"x580",0.0731124386770941
"x581",2.14499135242324
"x582",0.267459178844637
"x583",0.298078079695019
"x584",0.288990638368472
"x585",0.871137198658151
"x586",0.680701380965154
"x587",0.89202631484263
"x588",0.376074836412663
"x589",0.775884488847872
"x590",0.768728619640272
"x591",1.11710100316425
"x592",1.23673029177382
"x593",0.230145812322174
"x594",0.135173847961217
"x595",0.561722387576387
"x596",0.700070420944639
"x597",1.15179746482889
"x598",0.369655085243072
"x599",1.96302391148225
"x600",0.611252901320976
"x601",0.00245020319852281
"x602",2.09397031294007
"x603",0.55340819514034
"x604",0.963481701898593
"x605",0.757688633867962
"x606",1.40312570319824
"x607",1.13015880819541
"x608",0.48001521402933
"x609",0.0155998664380432
"x610",0.389601205484332
"x611",0.574141295761833
"x612",0.638358680464477
"x613",0.332237626006728
"x614",0.0955289326706466
"x615",0.299599140617315
"x616",0.680708285213459
"x617",0.838537426021001
"x618",0.978078229963854
"x619",0.175431954190151
"x620",0.217580372720026
"x621",0.780208431836737
"x622",0.99945356570603
"x623",0.505728566019358
"x624",0.956706996082398
"x625",0.0585574379226842
"x626",0.570140497950161
"x627",0.295964076494896
"x628",0.250904535780673
"x629",0.790445324654744
"x630",1.10256420337199
"x631",0.882147644267475
"x632",1.28483075595578
"x633",1.29047488207658
"x634",0.947226142983682
"x635",0.70169246033987
"x636",0.513348289555937
"x637",0.555341090340851
"x638",0.152705873003166
"x639",0.689240096105886
"x640",0.98708617142499
"x641",0.124606105097777
"x642",0.277398879833119
"x643",0.567425058531961
"x644",0.142310730018133
"x645",1.81678218411716
"x646",0.441031549175199
"x647",1.02669656885898
"x648",1.6655574728249
"x649",0.0365438174106035
"x650",0.621919737369985
"x651",1.35375529432238
"x652",0.735784098168229
"x653",0.692214794151049
"x654",0.0421872729736153
"x655",0.593294521059971
"x656",0.456691940851201
"x657",0.511043527960874
"x658",0.457675245335121
"x659",0.992135190398475
"x660",0.589486298438117
"x661",0.149951755837224
"x662",1.24936012233863
"x663",0.979544707157529
"x664",0.406819216256672
"x665",0.0760985663463408
"x666",0.793927489713909
"x667",0.994845985491582
"x668",0.209546077212324
"x669",0.621749140209861
"x670",0.572894940786015
"x671",1.06670507346762
"x672",0.204181250374642
"x673",0.087863574496017
"x674",1.08893601623004
"x675",0.206543643136281
"x676",0.706784832047112
"x677",1.02789537964323
"x678",0.53765798466478
"x679",0.788538669053643
"x680",0.084546506661372
"x681",0.715998674961949
"x682",0.460498061175664
"x683",1.02564609805526
"x684",0.172513121127216
"x685",0.376713339438326
"x686",0.119915229422367
"x687",0.0777778339337771
"x688",0.730179364231225
"x689",0.46551109333022
"x690",1.29622903619914
"x691",1.06781050641852
"x692",0.799672333461094
"x693",0.640919909743506
"x694",0.121223301185697
"x695",0.191970948919042
"x696",0.801050029014155
"x697",1.16962402902148
"x698",1.05086217161258
"x699",1.10352201501743
"x700",0.185003458865824
"x701",0.9532598044612
"x702",0.613641199898627
"x703",1.04069958379629
"x704",0.10714246334713
"x705",0.564827366173815
"x706",0.318301579081823
"x707",0.934731796696787
"x708",0.881959526441011
"x709",0.50139393413514
"x710",0.821744703205211
"x711",0.0101583675457836
"x712",0.781273775213259
"x713",1.10510204640582
"x714",0.67386016315132
"x715",0.340696856586257
"x716",1.47057941047743
"x717",1.21412409434166
"x718",1.95245396091615
"x719",0.177121276613056
"x720",0.00636556689673509
