"feature","VIP"
"x1",1.25845725069202
"x2",0.893236688695383
"x3",0.0683272167540437
"x4",0.465981869674544
"x5",0.693853813156017
"x6",0.707308406889626
"x7",1.68038364055018
"x8",2.47268963855236
"x9",2.07425792472345
"x10",1.50643915487583
"x11",0.178286873487854
"x12",1.28940346611384
"x13",0.684564217029723
"x14",1.01489779836825
"x15",1.16255558658872
"x16",0.511997794068731
"x17",1.13239513991512
"x18",0.962811507084408
"x19",0.538218810936411
"x20",0.590202155516363
"x21",1.59718261986187
"x22",0.221009102121983
"x23",0.989008450883029
"x24",0.724811189656921
"x25",0.0126853107620102
"x26",0.526556074232295
"x27",1.16408292720692
"x28",0.667701090188112
"x29",0.0736141422615516
"x30",0.587074478002226
"x31",1.84226877919266
"x32",1.02262729587879
"x33",0.304665639346742
"x34",0.585151431741135
"x35",1.45206186508734
"x36",0.917561630876462
"x37",0.772580009536774
"x38",0.184564289424492
"x39",1.17837224107342
"x40",2.17754855447326
"x41",0.555531492351059
"x42",1.13793449642774
"x43",2.0701915569248
"x44",0.123758663462095
"x45",0.191547860307509
"x46",1.34139338425895
"x47",1.08056078911785
"x48",0.586716734832856
"x49",0.101187835340931
"x50",0.0557788534351665
"x51",1.63719407316434
"x52",1.5335481325473
"x53",1.18260294143195
"x54",0.828050433233658
"x55",0.318633915748703
"x56",0.198767586231734
"x57",0.34926809127164
"x58",0.296349948044773
"x59",0.741228911358213
"x60",0.752918212525903
"x61",0.158589976697816
"x62",0.962499358212834
"x63",0.915143601193739
"x64",0.394293493076999
"x65",0.32397023966564
"x66",0.628577767936271
"x67",0.657628636693346
"x68",1.23123947101419
"x69",0.772222654318068
"x70",0.340988240854201
"x71",1.22605096365435
"x72",1.17016495767111
"x73",1.15321373947868
"x74",0.466675781928052
"x75",0.247695260699448
"x76",0.36530309328841
"x77",0.428175934536394
"x78",1.02057433959079
"x79",0.0471321515521333
"x80",0.981413260023199
"x81",0.898816651655589
"x82",0.379989205023419
"x83",1.02660435908359
"x84",1.93167504370303
"x85",1.29214325471873
"x86",0.437089884718995
"x87",0.937889600955352
"x88",1.03679784755369
"x89",0.901767395117733
"x90",0.440489875557436
"x91",0.874163180718511
"x92",0.731520280610992
"x93",1.10666360210813
"x94",0.759240921585436
"x95",1.98871831468202
"x96",0.543228293804904
"x97",0.878698053344462
"x98",0.175603920369226
"x99",1.03035828879475
"x100",1.39235529809912
"x101",1.13275532789968
"x102",1.89342121702471
"x103",1.66413671407006
"x104",1.78778795525957
"x105",2.41861176586832
"x106",1.15671134535564
"x107",0.131516263426085
"x108",0.451252481573296
"x109",2.56079023518727
"x110",0.478184121175234
"x111",1.69680202532228
"x112",0.551039825551225
"x113",0.794658909017084
"x114",0.394999150420018
"x115",0.351018893384772
"x116",0.653306898431435
"x117",0.511766747724386
"x118",0.286597769006967
"x119",0.920602973385872
"x120",0.365552320154519
"x121",0.324672413956054
"x122",1.24854590428447
"x123",0.721465936901346
"x124",0.430617206650066
"x125",1.47514901375041
"x126",1.14876730408322
"x127",0.605282168006973
"x128",0.544014596348473
"x129",1.20331934840341
"x130",0.321376271774887
"x131",0.711688234941548
"x132",0.820365908367698
"x133",0.718768437857766
"x134",0.148684217415543
"x135",0.33822924182772
"x136",0.186878075839623
"x137",0.0633436753859374
"x138",0.292348184124373
"x139",0.312120690697135
"x140",0.294173360990278
"x141",0.365898385547772
"x142",1.09599728872621
"x143",0.643676132501778
"x144",1.02693232704574
"x145",1.2800496979587
"x146",0.362670475141494
"x147",1.69612811731818
"x148",0.595075467689122
"x149",0.183503677419271
"x150",1.42739063003866
"x151",0.767940930838907
"x152",0.470660243705631
"x153",0.559218660165811
"x154",0.407227961390001
"x155",1.29023588857557
"x156",1.32253296228196
"x157",1.21816061779126
"x158",0.923597583372648
"x159",0.646251843413589
"x160",0.102259056497432
"x161",1.91336266379364
"x162",1.21130609881369
"x163",1.44435601908567
"x164",0.0686616636666716
"x165",0.302476332709343
"x166",1.15333033901269
"x167",0.918229409886115
"x168",0.132959972373928
"x169",0.232215821672638
"x170",1.14675121870053
"x171",1.24357206057763
"x172",1.25952869458903
"x173",1.81842574758207
"x174",0.897697293328923
"x175",1.35976813215116
"x176",0.959893383848994
"x177",0.216228849422622
"x178",0.489035973386483
"x179",0.0265304602535358
"x180",1.03732368480501
"x181",0.0292287875980211
"x182",0.121422022069675
"x183",3.0026211311564
"x184",1.66241015183287
"x185",2.56406466334507
"x186",1.41972281170785
"x187",0.550987383752017
"x188",1.41072341127323
"x189",0.124857985135314
"x190",1.13248014285113
"x191",0.643389419348509
"x192",0.552372609429518
"x193",1.18934349657418
"x194",0.535542028810499
"x195",1.19374288899034
"x196",0.298734561483592
"x197",0.549579048842873
"x198",1.41930953573273
"x199",0.558956914623661
"x200",0.879571947244781
"x201",0.0279163904890604
"x202",0.57384500797103
"x203",0.953788197017969
"x204",1.09740958561245
"x205",0.163325072269771
"x206",0.168015560398344
"x207",1.05356821713274
"x208",1.29745670951747
"x209",0.598465721005597
"x210",0.319728885221574
"x211",0.32306174233094
"x212",0.945205425942462
"x213",0.434957980587652
"x214",0.712619825634098
"x215",0.530302667518641
"x216",0.879781418114795
"x217",0.748361211805997
"x218",1.06377019101432
"x219",0.400845576402658
"x220",1.23167379675561
"x221",0.839752354208931
"x222",0.177599049094228
"x223",0.47687724513118
"x224",0.644616604676796
"x225",0.740850547880506
"x226",1.76403785260775
"x227",0.339401860745018
"x228",2.23292370092424
"x229",0.554924113021438
"x230",0.67037872661648
"x231",0.282509290285749
"x232",0.35920766744607
"x233",1.4428935075639
"x234",0.0988164894601208
"x235",0.379247170561165
"x236",0.545135532103436
"x237",0.91757807736616
"x238",0.854252986637214
"x239",0.983268437293833
"x240",0.975288721536
"x241",0.490138292929959
