row_ID,mz,retention_time,p_value,statistic,n_samples,p_adjusted_BH,p_adjusted_Bonferroni,effect_size,mean_group1,mean_group2,fold_change,log2_fold_change,significance
3931,118.039777000686,15.867932,0.00804523748656169,1,10,0.9723205275952295,1,-0.4818181818181818,9.84917696160566e-4,0.0019134239947571103,1.9427247598617365,0.9580815181593046,Not Significant
5288,200.093489995006,16.073454,0.00804523748656169,1,10,0.9723205275952295,1,-0.4818181818181818,2.42247401304615e-4,4.6615554965389607e-4,1.9242953573224375,0.9443302532873472,Not Significant
4922,264.100234032208,16.12601,0.00804523748656169,1,10,0.9723205275952295,1,-0.4818181818181818,2.5316253879432142e-5,5.4255591734524134e-5,2.143112957901065,1.099707892715777,Not Significant
6394,309.174060353433,16.733154,0.00804523748656169,54,10,0.9723205275952295,1,0.4818181818181818,9.644668373922589e-5,4.354193388151743e-5,0.45146118242123096,-1.1473261477923076,Not Significant
3572,120.055444847964,15.590859,0.010826921277131309,53,10,0.9723205275952295,1,0.4636363636363636,0.001517018340304051,5.49677491359031e-4,0.3623407026502138,-1.464581218399715,Not Significant
6902,277.009242902394,16.890808,0.01905889160173045,4,10,0.9723205275952295,1,-0.42727272727272725,3.154954449721869e-5,7.412072989891749e-5,2.349343899575214,1.232257912114277,Not Significant
5862,144.055651531896,16.656866,0.024932455602863113,5,10,0.9723205275952295,1,-0.40909090909090906,3.7066972890255703e-4,5.01836481331229e-4,1.3538642144234916,0.43708305131965913,Not Significant
6191,227.104597976399,16.651293,0.024932455602863113,5,10,0.9723205275952295,1,-0.40909090909090906,5.3038835028475425e-5,1.1102552032476959e-4,2.093287310423812,1.0657703397238214,Not Significant
5429,184.062060753621,16.340317,0.032312911243244105,6,10,0.9723205275952295,1,-0.39090909090909093,2.9414180276923676e-4,6.443321103117099e-4,2.1905492665291377,1.1312926619459533,Not Significant
3898,265.147862300908,15.711845,0.032312911243244105,49,10,0.9723205275952295,1,0.3909090909090909,1.9375161678313456e-4,1.0787679517945261e-4,0.5567788128457204,-0.8448237816604538,Not Significant
6567,92.0239936879964,16.705269,0.04149108738773155,48,10,0.9723205275952295,1,0.3727272727272727,0.002135872708326577,0.0013908347272251257,0.6511786595722846,-0.6188746745118843,Not Significant
6693,133.050784440692,16.853416,0.04149108738773155,48,10,0.9723205275952295,1,0.3727272727272727,6.713914426927269e-4,3.21476939950207e-4,0.47882192042971283,-1.0624388946290335,Not Significant
6368,171.066700612044,16.691572,0.04149108738773155,7,10,0.9723205275952295,1,-0.37272727272727274,0.001121403996617523,0.0016415870455803619,1.4638676610141041,0.5497851346133776,Not Significant
6628,252.100177836551,16.844591,0.04149108738773155,48,10,0.9723205275952295,1,0.3727272727272727,3.481975126839785e-4,2.025873135279198e-4,0.5818172334613618,-0.7813620651025907,Not Significant
